Product ID,Published State,Purchase Type,Auto Translate,Locale; Title; Description,Auto Fill Prices,Price,Pricing Template ID,EEA Withdrawal Right Type,Reduced VAT Rates,Communications and amusement taxes,Tokenized digital asset declared
activity_packet_1,published,managed_by_android,FALSE,"ru-RU; Подарочный набор Акции H; Суперценный подарочный набор, поторопитесь и купите его！; en-US; Activity Pack H; Super value activity Pack, buy it quickly!",FALSE,SG; 480000; EE; 290000; GE; 1000000; KZ; 160000000; LT; 290000; LV; 290000; RU; 29000000,4.63628E+18,DIGITAL_CONTENT,,,FALSE
activity_packet_12,published,managed_by_android,FALSE,"ru-RU; Подарочный набор Акции B; Суперценный подарочный набор, поторопитесь и купите его！; en-US; New Member Specials; New member specials, hurry up and buy it!; zh-TW; 活動禮包B; 超值活動禮包，快點購買吧！",FALSE,SG; 2980000; EE; 2390000; GE; 8000000; KZ; 990000000; LT; 2390000; LV; 2390000; RU; 199000000,4.63803E+18,DIGITAL_CONTENT,,,FALSE
activity_packet_18,published,managed_by_android,FALSE,"ru-RU; Подарочный набор Акции C; Суперценный подарочный набор, поторопитесь и купите его！; en-US; Activity Pack C; Super value activity Pack, buy it quickly!; zh-TW; 活動禮包C; 超值活動禮包，快點購買吧！",FALSE,SG; 4480000; EE; 3590000; GE; 14000000; KZ; 1490000000; LT; 3590000; LV; 3590000; RU; 299000000,4.63566E+18,,,,FALSE
activity_packet_3,published,managed_by_android,FALSE,"ru-RU; Подарочный набор Акции G; Суперценный подарочный набор, поторопитесь и купите его！; en-US; Activity Pack G; Super value activity Pack, buy it quickly!",FALSE,SG; 780000; EE; 590000; GE; 1000000; KZ; 270000000; LT; 590000; LV; 590000; RU; 49000000,4.63657E+18,DIGITAL_CONTENT,,,FALSE
activity_packet_30,published,managed_by_android,FALSE,"ru-RU; Подарочный набор Акции D; Суперценный подарочный набор, поторопитесь и купите его！; en-US; Activity Pack D; Super value activity Pack, buy it quickly!; zh-TW; 活動禮包D; 超值活動禮包，快點購買吧！",FALSE,SG; 6980000; EE; 5990000; GE; 19000000; KZ; 2290000000; LT; 5990000; LV; 5990000; RU; 499000000,4.63568E+18,,,,FALSE
activity_packet_50,published,managed_by_android,FALSE,"ru-RU; Подарочный набор Акции E; Суперценный подарочный набор, поторопитесь и купите его！; en-US; Activity Pack E; Super value activity Pack, buy it quickly!",FALSE,SG; 10980000; EE; 9990000; GE; 29000000; KZ; 3590000000; LT; 9990000; LV; 9990000; RU; 799000000,4.63681E+18,DIGITAL_CONTENT,,,FALSE
activity_packet_6,published,managed_by_android,FALSE,"ru-RU; Подарочный набор Акции A; Суперценный подарочный набор, поторопитесь и купите его！; en-US; Activity Pack A; Super value activity Pack, buy it quickly!; zh-TW; 活動禮包A; 超值活動禮包，快點購買吧！",FALSE,SG; 1480000; EE; 1190000; GE; 4000000; KZ; 480000000; LT; 1190000; LV; 1190000; RU; 99000000,4.63695E+18,,,,FALSE
activity_packet_88,published,managed_by_android,FALSE,"ru-RU; Подарочный набор Акции F; Суперценный подарочный набор, поторопитесь и купите его！; en-US; Activity Pack F; Super value activity Pack, buy it quickly!",FALSE,SG; 17980000; EE; 15990000; GE; 49000000; KZ; 5790000000; LT; 15990000; LV; 15990000; RU; 1290000000,4.63747E+18,DIGITAL_CONTENT,,,FALSE
battlepass_advance,published,managed_by_android,FALSE,ru-RU; Люксовая версия игровой карты; Разблокируйте награды продвинутого уровня.; en-US; Fun Card Deluxe; Fun Card Deluxe; zh-TW; 遊玩卡豪華進階版; 解鎖豪華進階版等級獎勵; zh-CN; 游玩卡豪华进阶版; 解锁豪华进阶版等级奖励,FALSE,SG; 33980000; EE; 28990000; GE; 89000000; KZ; 10990000000; LT; 28990000; LV; 28990000; RU; 2390000000,4.63749E+18,,,,FALSE
battlepass_advance_discount,published,managed_by_android,FALSE,ru-RU; Люксовая версия игровой карты (Скидка); Разблокируйте награды продвинутого уровня.; en-US; Fun Card Deluxe(Discount); Fun Card Deluxe(Discount); zh-TW; 游玩卡豪華进阶版(折扣); 解鎖豪華進階版等級獎勵,FALSE,SG; 28980000; EE; 23990000; GE; 79000000; KZ; 9390000000; LT; 23990000; LV; 23990000; RU; 1990000000,4.63777E+18,,,,FALSE
battlepass_level1,published,managed_by_android,FALSE,ru-RU; Уровень игровой карты повышен на 1 уровень; Уровень игровой карты повышен на 1 уровень.; en-US; Fun Card 1 level; Increase the level of Fun Card by 1 level; zh-TW; 遊玩卡等級提升1級; 將遊玩卡等級提升1級; zh-CN; 游玩卡等级提升1级; 将游玩卡等级提升1级,FALSE,SG; 1980000; EE; 1590000; GE; 5000000; KZ; 690000000; LT; 1590000; LV; 1590000; RU; 129000000,4.63677E+18,,,,FALSE
battlepass_level10,published,managed_by_android,FALSE,ru-RU; Уровень игровой карты повышен до 10 уровня; Уровень игровой карты повышен до 10 уровня.; en-US; Fun Card 10 levels; Increase the level of Fun Card by 10 levels; zh-TW; 遊玩卡等級提升10級; 將遊玩卡等級提升10級; zh-CN; 游玩卡等级提升10级; 将游玩卡等级提升10级,FALSE,SG; 16980000; EE; 14990000; GE; 44000000; KZ; 5490000000; LT; 14990000; LV; 14990000; RU; 1190000000,4.63866E+18,,,,FALSE
battlepass_level50,published,managed_by_android,FALSE,ru-RU; Уровень игровой карты повышен до 50 уровня; Уровень игровой карты повышен до 50 уровня.; en-US; Fun Card 50 levels; Increase the level of Fun Card by 50 levels; zh-TW; 遊玩卡等級提升50級; 將遊玩卡等級提升50級; zh-CN; 游玩卡等级提升50级; 将游玩卡等级提升50级,FALSE,SG; 88980000; EE; 69990000; GE; 224000000; KZ; 28990000000; LT; 69990000; LV; 69990000; RU; 5890000000,4.6381E+18,,,,FALSE
battlepass_normal,published,managed_by_android,FALSE,ru-RU; Расширенная версия игровой карты; Разблокируйте награды расширенного уровня.; en-US; Fun Card Premium; Fun Card Premium; zh-TW; 遊玩卡進階版; 解鎖進階版等級獎勵; zh-CN; 游玩卡进阶版; 解锁进阶版等级奖励,FALSE,SG; 10980000; EE; 9990000; GE; 29000000; KZ; 3590000000; LT; 9990000; LV; 9990000; RU; 799000000,4.63681E+18,,,,FALSE
battlepass_normal_discount,published,managed_by_android,FALSE,ru-RU; Расширенная версия игровой карты (Скидка); Разблокируйте награды расширенного уровня.; en-US; Fun Card Premium(Discount); Fun Card Premium(Discount); zh-TW; 遊玩卡進階版(折扣); 解鎖進階版等級獎勵,FALSE,SG; 8980000; EE; 7990000; GE; 24000000; KZ; 2890000000; LT; 7990000; LV; 7990000; RU; 599000000,4.63509E+18,,,,FALSE
clothing001,published,managed_by_android,FALSE,ru-RU; Наряд А; Наряды в Play Show; en-US; PLAY Show A; Clothes in PLAY Show; zh-TW; 服裝A; PLAY秀中的服裝,FALSE,SG; 1480000; EE; 1190000; GE; 4000000; KZ; 480000000; LT; 1190000; LV; 1190000; RU; 99000000,4.63695E+18,,,,FALSE
clothing002,published,managed_by_android,FALSE,ru-RU; Наряд B; Наряды в Play Show; en-US; PLAY Show B; Clothes in PLAY Show; zh-TW; 服裝B; PLAY秀中的服裝,FALSE,SG; 1480000; EE; 1190000; GE; 4000000; KZ; 480000000; LT; 1190000; LV; 1190000; RU; 99000000,4.63695E+18,,,,FALSE
clothing003,published,managed_by_android,FALSE,ru-RU; Наряд C; Наряды в Play Show; en-US; PLAY Show C; Clothes in PLAY Show; zh-TW; 服裝C; PLAY秀中的服裝,FALSE,SG; 1480000; EE; 1190000; GE; 4000000; KZ; 480000000; LT; 1190000; LV; 1190000; RU; 99000000,4.63695E+18,,,,FALSE
